Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit ,Year
518,315,109,3,4.6,5,8.96,0,0.88,2024
519,302,105,3,3.9,2,7.86,1,0.67,2024
520,320,103,3,3.5,3.4,8.42,0,0.96,2024
521,297,95,2,3.6,4.5,9.37,0,0.72,2024
522,337,99,3,4,3.5,9.32,0,0.79,2024
523,333,107,5,4,3,9.21,1,0.8,2024
524,296,117,3,1.5,4.6,9.17,1,0.93,2024
525,330,117,2,4,3.5,9.07,0,0.72,2024
526,295,97,1,4.9,3,8.4,0,0.92,2024
527,326,111,2,4.4,2,9.24,1,0.74,2024
528,294,94,1,2.5,3,8.95,1,0.66,2024
529,314,111,1,4,3.5,8.71,0,0.78,2024
530,323,101,5,4,3.5,7.45,0,0.84,2024
531,327,105,1,3.4,3,8.31,0,0.58,2024
532,311,112,3,2.4,3.1,8.03,1,0.65,2024
533,337,104,5,2,3,8.65,1,0.94,2024
534,329,115,5,3.5,3,8.35,0,0.76,2024
535,300,107,1,4,3.5,9.82,0,0.7,2024
536,324,120,1,2,3,8.44,0,0.75,2024
537,327,110,2,4,3,8.34,1,0.96,2024
538,307,100,3,4,4,9.83,0,0.72,2024
539,327,114,5,5.1,4.1,7.9,0,0.69,2024
540,335,103,2,3.4,4,8.67,0,0.38,2024
541,331,107,1,4.5,4.9,8.59,0,0.91,2024
542,328,95,2,1.6,1.5,8.78,1,0.74,2024
543,322,95,5,4.6,3.6,9.15,0,0.51,2024
544,303,108,1,4.9,3.5,9.55,0,0.62,2024
545,330,97,2,2.5,3.5,9.08,1,0.73,2024
546,308,120,1,1.6,3.5,8.31,0,0.81,2024
547,317,116,1,1,2.5,8.5,0,0.44,2024
548,306,112,5,2.5,3.1,8.49,1,0.58,2024
549,305,113,1,4.5,4.5,8.47,1,0.67,2024
550,298,109,2,1.5,3.6,8.63,0,0.7,2024
551,339,93,5,3.5,2.5,7.6,0,0.62,2024
552,297,103,4,3.5,4.5,8.66,1,0.76,2024
553,294,106,1,4.5,3,8.15,0,0.82,2024
554,337,118,3,3,3,7.56,1,0.72,2024
555,318,98,5,4,2.6,8.38,1,0.81,2024
556,312,106,3,2.5,4,8.29,0,0.79,2024
557,327,101,3,3.6,4,8.74,1,0.82,2024
558,309,95,3,1.4,3.5,8.39,0,0.66,2024
559,296,94,4,4,4,8.64,1,0.5,2024
560,327,102,1,4.5,2,8.61,0,0.79,2024
561,298,94,5,4,4.6,9.71,0,0.66,2024
562,318,93,5,4.5,3.5,8.22,1,0.62,2024
563,338,102,1,2,2.9,8.26,1,0.88,2024
564,337,97,5,3.6,4.5,8.5,0,0.43,2024
565,308,108,5,4.5,3.1,9.66,1,0.92,2024
566,329,92,4,4.1,3,8.75,0,0.77,2024
567,321,100,2,3.9,1.9,8.84,0,0.67,2024
568,314,105,3,4.6,5.1,8.9,0,0.71,2024
569,297,119,5,5,3.5,8.6,0,0.49,2024
570,309,110,1,2.6,2.5,7.69,1,0.95,2024
571,323,117,5,3.9,4,8.34,1,0.63,2024
572,340,101,5,3,5,9.6,1,0.5,2024
573,290,105,4,1,3,7.64,0,0.78,2024
574,326,104,2,2,4.6,8.25,1,0.77,2024
575,333,117,3,3.5,4,9.46,0,0.83,2024
576,338,119,1,5.1,2,9.63,1,0.95,2024
577,311,119,5,4.9,5,8.45,1,0.68,2024
578,296,113,2,3.5,2,8.37,1,0.77,2024
579,303,106,1,2,3,8.88,1,0.93,2024
580,333,107,4,3.5,2.5,8.18,0,0.72,2024
581,334,120,4,2.9,4.9,9.22,1,0.34,2024
582,322,100,4,2.5,4,8.56,1,0.52,2024
583,296,102,1,3.9,2.5,8.05,0,0.32,2024
584,296,118,4,2.5,4,8.54,1,0.45,2024
585,314,103,4,3.9,2.5,8.42,0,0.79,2024
586,320,98,4,3.5,2.5,8.34,0,0.38,2024
587,291,108,5,3,5,8.29,1,0.91,2024
588,324,101,2,3.6,4,9.4,1,0.44,2024
589,317,117,2,1.5,2,9.64,0,0.74,2024
590,290,118,5,4.5,2.5,8.64,1,0.89,2024
591,294,100,3,2,3.1,9.12,1,0.53,2024
592,313,107,3,5.1,3.4,8.76,0,0.72,2024
593,326,120,2,5,4,7.52,0,0.54,2024
594,332,113,4,1,4.9,8.56,0,0.47,2024
595,311,98,4,1.5,3,8.5,1,0.57,2024
596,305,109,1,2.9,5,8.55,0,0.67,2024
597,339,109,3,2.5,4.9,7.89,1,0.72,2024
598,313,110,5,3.9,4,8.41,1,0.44,2024
599,306,92,2,2,4.5,9.79,1,0.78,2024
600,312,100,2,3,4.4,8.75,0,0.68,2024
601,290,116,5,1.6,2.5,7.99,0,0.64,2025
602,305,98,1,4.4,3.6,8.22,1,0.66,2025
603,316,100,2,4.5,3.6,8.43,1,0.66,2025
604,336,101,3,2.6,3,9.28,0,0.75,2025
605,327,97,4,3.6,4,8.18,1,0.68,2025
606,329,96,1,3,2.6,7.92,1,0.78,2025
607,317,102,3,5,5.1,8.87,1,0.53,2025
608,295,117,1,4,4.1,8.93,0,0.64,2025
609,309,92,4,4.5,3.5,8.19,1,0.91,2025
610,340,100,4,3.5,3.5,7.53,1,0.44,2025
611,292,93,3,1.5,3,8.39,1,0.94,2025
612,334,108,2,3.4,2.9,8.06,0,0.55,2025
613,324,99,1,5,3.5,7.88,1,0.71,2025
614,304,114,5,2,4.1,8.6,0,0.7,2025
615,329,108,4,2.5,3,9.32,1,0.84,2025
616,332,114,2,2.9,2.1,7.66,0,0.79,2025
617,292,110,3,3,2,9.46,0,0.7,2025
618,295,104,4,3,5,8.06,0,0.75,2025
619,323,116,4,2.5,1.5,8.68,0,0.56,2025
620,340,105,3,2,4,8.96,0,0.66,2025
621,291,119,2,3.9,3.5,9.95,0,0.82,2025
622,323,120,4,1.9,3.1,8.46,1,0.75,2025
623,296,109,4,2.5,4.1,8.62,0,0.75,2025
624,323,111,3,2.1,2.5,9.46,1,0.84,2025
625,321,99,1,2,3,8.06,0,0.95,2025
626,294,115,3,3.5,3,9.52,1,0.43,2025
627,324,111,4,2,4.5,7.16,0,0.65,2025
628,335,118,5,4,3.5,8.76,1,0.7,2025
629,334,99,3,3,1.5,8.24,0,0.91,2025
630,291,114,2,3.5,3,9.42,0,0.64,2025
631,302,105,3,2,2.1,8.23,1,0.75,2025
632,302,97,1,1.4,5,9.48,1,0.8,2025
633,313,96,1,4.4,3.5,8.36,0,0.43,2025
634,297,108,4,2.5,3,9.19,1,0.9,2025
635,333,101,5,3.9,4.1,8.71,0,0.6,2025
636,329,94,5,3.5,1.5,8.82,0,0.77,2025
637,331,104,3,4,3.5,7.23,0,0.61,2025
638,300,110,1,4.1,2.9,9.63,1,0.64,2025
639,290,101,5,2.9,5,9.4,0,0.67,2025
640,336,119,3,3,3.6,8.67,0,0.77,2025
641,304,114,2,1.4,4,8.5,0,0.74,2025
642,323,106,5,4.5,3.4,8.36,1,0.77,2025
643,336,119,4,5,4.5,7.96,0,0.94,2025
644,291,104,4,3.4,2.5,8.29,1,0.87,2025
645,290,96,2,3.5,5.1,8.79,1,0.64,2025
646,290,93,5,3.1,4,9.67,1,0.9,2025
647,297,119,3,3.5,2.5,8.34,1,0.96,2025
648,292,119,3,3,4.1,8.13,0,0.7,2025
649,331,113,4,2.1,4,7.31,0,0.79,2025
650,320,94,4,3.5,4,9.07,1,0.71,2025
651,339,100,1,3,3,9.27,0,0.91,2025
652,330,93,2,3.4,2,9.67,0,0.85,2025
653,339,93,2,3.5,2.9,9.01,0,0.69,2025
654,302,99,5,3.5,2.9,7.93,1,0.88,2025
655,304,108,4,2.9,3.5,9.58,1,0.8,2025
656,333,93,2,3.5,3.5,9.32,0,0.9,2025
657,302,120,4,5,2,8.27,1,0.79,2025
658,292,105,4,5,3.4,8.45,1,0.88,2025
659,324,99,2,4.5,3.5,8.13,1,0.85,2025
660,330,106,3,2.9,3.5,8.91,1,0.35,2025
661,339,114,5,4.1,3,9.55,1,0.92,2025
662,337,101,3,3.4,3,8.53,0,0.86,2025
663,296,93,1,2,2.6,8.82,1,0.62,2025
664,329,93,4,4.6,3,7.16,0,0.72,2025
665,333,116,3,4.6,1,8.44,0,0.74,2025
666,325,95,3,4.5,5.1,9.53,1,0.89,2025
667,331,110,4,3,3,8.05,1,0.68,2025
668,332,103,5,2.5,3.5,8.33,0,0.69,2025
669,312,114,2,3,4,8.69,1,0.89,2025
670,292,93,3,5,3.6,8.47,0,0.61,2025
671,313,118,1,1.5,3.6,8.74,0,0.35,2025
672,300,112,4,3,3,9.14,0,0.85,2025
673,295,105,3,3,4,8.83,1,0.94,2025
674,296,98,2,1.9,3,9.82,0,0.57,2025
675,325,120,4,4.5,2.5,7.55,0,0.67,2025
676,315,100,3,4.5,3.5,7.55,1,0.79,2025
677,317,106,3,4.9,4,8.37,0,0.56,2025
678,328,103,3,3.5,2.1,9.31,1,0.44,2025
679,317,98,2,3.5,3.6,8.31,0,0.59,2025
680,322,104,1,3.5,3,7.64,0,0.69,2025
681,294,96,5,4,2.5,9.55,1,0.64,2025
682,333,92,1,3.6,2.5,9.45,0,0.53,2025
683,312,100,2,3,4.5,8.08,0,0.63,2025
684,297,95,4,2.9,3,7.49,0,0.64,2025
685,331,104,1,4.5,4,8.84,0,0.76,2025
686,327,117,4,4.5,3,8.57,0,0.84,2025
687,292,96,4,4,3,9.27,0,0.69,2025
688,299,92,4,2.5,4.6,8.06,1,0.63,2025
689,290,95,2,4,4,8.53,0,0.72,2025
690,303,106,1,4,3.1,8.14,0,0.93,2025
691,295,99,5,1.5,4,7.31,0,0.53,2025
692,326,106,2,3.5,5,9.21,1,0.73,2025
693,316,92,5,3.5,4.6,8.8,1,0.69,2025
694,339,101,1,2.5,4,9.15,1,0.73,2025
695,328,103,1,3.1,4.4,9.16,0,0.73,2025
696,321,104,4,3,3.6,9.67,1,0.94,2025
697,315,107,5,1.6,3.5,8.44,0,0.57,2025
698,292,114,5,2.1,3,8.74,1,0.47,2025
699,293,105,4,1.4,4,9.03,0,0.45,2025
700,321,116,2,4.5,3,7.89,0,0.8,2025
701,290,107,5,2.9,4,8.43,1,0.36,2025
702,292,99,4,1,2.5,8.72,0,0.69,2025
703,301,98,1,4.5,3,7.88,0,0.92,2025
704,335,101,1,3.9,4.5,7.6,0,0.51,2025
705,313,109,5,1.4,4.5,8.6,1,0.83,2025
706,326,99,2,4,4.5,8.59,1,0.62,2025
707,310,118,4,3.9,3.4,8.76,1,0.69,2025
708,298,105,1,4.5,4,8.86,1,0.66,2025
709,308,117,2,1,4.5,8.19,0,0.79,2025
710,294,111,2,2.6,4,9.92,0,0.71,2025
711,329,101,2,4.5,3.5,8.85,0,0.62,2025
712,299,98,4,3.5,4,7.63,0,0.97,2025
713,309,113,5,2.4,4,8.57,0,0.85,2025
714,339,101,5,3.1,2,8.25,0,0.84,2025
715,320,99,4,4.6,3.6,7.98,0,0.62,2025
716,313,118,2,4.5,2,8.25,1,0.92,2025
717,317,105,5,3.9,4.5,8.7,0,0.91,2025
718,329,93,3,5,4.5,9.21,1,0.65,2025
719,302,106,3,3.4,4.5,8.42,0,0.79,2025
720,322,105,4,3.6,2.6,9.66,1,0.53,2025
721,334,117,4,3,4.5,9.12,1,0.82,2025
722,319,112,5,3,4.9,9.43,1,0.84,2025
723,312,97,3,4.9,4.5,7.68,0,0.49,2025
724,297,96,4,4,3.6,7.67,0,0.81,2025
725,302,109,4,1.5,3.5,6.81,1,0.83,2025
726,338,93,2,2.6,1,7.43,1,0.9,2025
727,317,101,2,3.1,2,7.58,0,0.97,2025
728,305,96,4,3.9,2.9,7.54,1,0.7,2025
729,311,92,1,2.5,2.5,8.66,0,0.7,2025
730,319,118,2,2.6,3.9,9.05,0,0.69,2025
731,317,94,4,4.9,3,8.64,0,0.71,2025
732,325,92,5,3,3.1,7.5,1,0.93,2025
733,303,119,3,4.5,4.4,9.06,1,0.9,2025
734,323,97,2,4.5,2.4,8.46,0,0.71,2025
735,312,115,3,2.4,4,9.24,1,0.75,2025
736,337,92,4,3,1,8.56,1,0.58,2025
737,298,96,3,3,3,8.77,0,0.9,2025
738,297,95,1,2,2.1,8.79,1,0.91,2025
739,313,112,3,3,3.5,8.39,1,0.96,2025
740,315,109,3,1.5,4,9.35,1,0.74,2025
741,325,105,4,3,3,8.53,0,0.65,2025
742,310,99,5,3,3.5,8.67,1,0.56,2025
743,336,94,5,3.5,3,8.25,0,0.72,2025
744,314,108,4,2,2,8.83,0,0.95,2025
745,296,98,2,1.5,2.5,8.38,1,0.77,2025
746,296,109,3,1.4,4.5,7.81,1,0.64,2025
747,339,111,1,4.5,3.6,8.44,1,0.93,2025
748,296,116,5,2,4,8.27,1,0.77,2025
749,338,106,5,4.5,1.5,8.52,1,0.63,2025
750,304,92,5,3.5,4,9.6,1,0.48,2025
751,294,100,2,4.9,1.9,9.37,0,0.7,2025
752,305,116,2,2.9,4,8.47,1,0.61,2025
753,321,107,5,2.5,4.5,8.25,0,0.33,2025
754,311,109,3,5,4.5,8.1,0,0.76,2025
755,330,105,4,3,3.5,9.1,1,0.83,2025
756,321,96,3,2,5,8.38,1,0.96,2025
757,310,118,3,3.5,4.4,8.67,0,0.37,2025
758,322,114,4,4.5,2,9.36,1,0.88,2025
759,339,120,5,4.5,2.5,9.01,1,0.67,2025
760,311,116,2,4,3.5,9.26,0,0.92,2025
761,297,100,5,3.9,4.5,8.68,1,0.55,2025
762,310,99,2,4,3.5,8.33,0,0.68,2025
763,332,99,3,2.1,4,9.82,1,0.66,2025
764,301,118,5,3.5,2,8.85,1,0.95,2025
765,338,108,5,5,3.1,7.86,1,0.78,2025
766,320,105,5,5,3.4,9.59,1,0.93,2025
767,320,120,2,3,2,9.39,1,0.57,2025
768,306,109,5,5.1,2,9.13,1,0.81,2025
769,336,118,5,4,3.5,9.16,0,0.42,2025
770,291,120,5,3,3,7.48,0,0.39,2025
771,305,94,1,3,4,8.58,0,0.9,2025
772,311,102,4,4,4.1,9.14,1,0.84,2025
773,314,113,5,4.9,3.4,9.17,1,0.65,2025
774,314,115,4,4,3.4,8.62,0,0.94,2025
775,297,96,2,3,2.9,7.77,0,0.85,2025
776,301,101,4,5,3.6,7.89,1,0.74,2025
777,294,107,1,3,3,8.24,1,0.64,2025
778,319,115,3,4,2.5,9.23,0,0.64,2025
779,307,95,4,3.1,2,8.34,1,0.46,2025
780,318,109,3,4,2,6.77,1,0.36,2025
781,320,100,4,2.5,3.5,8.5,1,0.59,2025
782,325,98,2,2,3.1,8.67,1,0.82,2025
783,317,106,4,2.5,1.6,8.14,1,0.97,2025
784,323,104,4,4.4,4.5,9.4,1,0.61,2025
785,319,110,4,3.4,4,8.54,1,0.73,2025
786,323,101,2,4.4,2,9.34,1,0.84,2025
787,321,115,2,4,3.4,7.85,0,0.75,2025
788,306,94,2,4.9,3,8.3,0,0.75,2025
789,302,116,3,4,3.1,7.29,0,0.47,2025
790,330,92,3,3,3,8.6,1,0.96,2025
791,307,113,2,2,4.5,8.66,0,0.91,2025
792,318,102,3,3,3.5,8.6,1,0.73,2025
793,300,103,2,5,3,9.31,0,0.72,2025
794,312,92,2,5,3,8.38,0,0.63,2025
795,317,112,4,1.5,2,8,0,0.74,2025
796,321,96,5,3.5,3.9,8.53,1,0.72,2025
797,316,111,2,2,4,9.03,0,0.78,2025
798,308,113,5,3.6,5,8.45,1,0.35,2025
799,339,116,3,2.5,3.9,8.6,1,0.6,2025
800,316,112,1,1.9,3,7.69,1,0.46,2025
801,331,100,2,1,2,8.11,0,0.79,2026
802,327,113,1,2.4,5,8.18,1,0.93,2026
803,318,115,1,3.6,2.5,9.16,1,0.67,2026
804,335,101,2,4.6,2,8.23,0,0.65,2026
805,296,95,3,3.5,4.4,8.71,0,0.62,2026
806,336,117,4,2,1.5,8.24,1,0.64,2026
807,333,96,1,4.5,3.5,7.3,1,0.47,2026
808,315,109,5,2.5,4,9.35,0,0.72,2026
809,327,98,2,1.5,3,9.07,0,0.71,2026
810,316,95,1,2,3.9,9.59,0,0.76,2026
811,303,114,4,2.5,2.6,8.61,1,0.67,2026
812,330,96,4,3.5,4,8.87,0,0.88,2026
813,302,111,4,1.5,4.5,7.84,0,0.94,2026
814,306,112,1,4.9,5,9.41,0,0.75,2026
815,316,93,1,1.4,2,7.99,0,0.51,2026
816,332,97,2,0.9,3,8.03,0,0.86,2026
817,309,115,3,4.5,2,8.47,0,0.73,2026
818,315,106,5,1.6,3,7.65,1,0.78,2026
819,292,95,2,2.6,4.1,7.65,1,0.73,2026
820,295,120,1,2.4,4,8.89,0,0.74,2026
821,292,99,5,4.5,3,8.15,0,0.64,2026
822,293,92,1,3.6,3.5,8.1,0,0.51,2026
823,334,118,1,2.5,1.5,8.28,1,0.77,2026
824,332,92,3,2,4.6,8.69,0,0.72,2026
825,331,108,3,2.4,3.5,8.02,0,0.64,2026
826,292,120,4,3,2.5,8.5,1,0.76,2026
827,293,108,5,2.9,5,8.92,0,0.64,2026
828,304,108,5,1.5,3,9.5,0,0.71,2026
829,318,103,2,2.9,3.5,9.16,0,0.81,2026
830,307,95,5,2.5,3.5,9.12,0,0.75,2026
831,314,108,4,2.1,4,8.77,1,0.76,2026
832,298,118,1,2.5,3,8.44,1,0.82,2026
833,327,94,5,4.9,4.5,7.63,0,0.35,2026
834,306,117,1,2.9,4.6,8.05,0,0.79,2026
835,293,104,3,3,2.5,9.26,0,0.51,2026
836,327,107,4,4,4.5,7.45,1,0.42,2026
837,336,96,2,2.4,2.5,8.1,0,0.82,2026
838,290,110,2,2,4,8.85,0,0.64,2026
839,312,97,3,4.5,3.5,7.96,1,0.6,2026
840,332,99,5,1.4,4.5,9.11,0,0.64,2026
841,326,112,2,4.5,5,8.14,0,0.79,2026
842,333,93,4,4.1,2,8.83,0,0.43,2026
843,311,104,3,3.5,2.5,7.3,1,0.57,2026
844,308,109,1,4.5,3,9.08,1,0.64,2026
845,326,95,4,3,4,8.28,1,0.71,2026
846,297,100,5,2.9,4.5,8.46,0,0.77,2026
847,302,101,3,1.5,2.5,8.6,1,0.97,2026
848,320,111,1,3,3.5,8.65,1,0.96,2026
849,324,120,1,4,3,9.54,0,0.94,2026
850,296,116,3,3,4.1,9.08,0,0.53,2026
851,315,97,3,3,2.9,8.82,0,0.72,2026
852,308,92,3,2,3,7.76,1,0.78,2026
853,315,93,2,5,2.4,8.54,0,0.47,2026
854,338,109,3,4.9,3,8.53,0,0.49,2026
855,293,96,2,4.1,2,8.95,1,0.86,2026
856,340,98,4,2.8,4.5,9.36,0,0.62,2026
857,312,116,4,3.5,1.5,8.45,1,0.8,2026
858,329,117,4,4.6,3,8.51,0,0.69,2026
859,311,116,1,4,4.5,8.33,0,0.94,2026
860,305,99,5,2.4,0.9,8.22,1,0.83,2026
861,329,109,1,2.9,2.5,8.48,1,0.69,2026
862,325,109,5,4.6,3,8.43,0,0.36,2026
863,297,97,1,4.4,4,9.21,1,0.58,2026
864,325,108,3,2.6,2.9,8.02,1,0.92,2026
865,328,107,1,4,4,8.18,0,0.67,2026
866,309,103,1,3.4,2.5,8.22,1,0.69,2026
867,337,113,4,4,5,8.62,0,0.67,2026
868,322,111,4,3.9,4,8.42,1,0.9,2026
869,307,107,1,1.5,3.5,8.24,0,0.65,2026
870,290,113,5,5,2.6,8.01,0,0.66,2026
871,324,114,2,3.9,3.1,8.88,1,0.41,2026
872,300,108,2,2,1.9,8.31,1,0.71,2026
873,328,99,2,2.5,3.1,8.5,0,0.92,2026
874,316,113,3,3.6,4.5,8.51,1,0.7,2026
875,313,112,1,2.9,2.5,8.87,0,0.83,2026
876,298,120,3,3.6,3.5,7.23,1,0.94,2026
877,326,96,2,2.5,4.5,9.34,1,0.8,2026
878,298,104,1,1.9,3.5,9.2,1,0.42,2026
879,311,118,2,2,3.5,8.8,1,0.77,2026
880,332,106,4,2,2,8.79,1,0.72,2026
881,336,119,4,3.9,3,9.61,1,0.66,2026
882,340,92,2,2,4.1,7.67,1,0.49,2026
883,338,93,2,2.4,3,8.67,0,0.72,2026
884,318,115,4,3.4,5,8.58,1,0.75,2026
885,300,102,4,4,5,8.73,1,0.63,2026
886,332,107,5,3.9,3,8.79,0,0.86,2026
887,330,104,5,3,3.5,8.16,1,0.42,2026
888,340,103,5,4.5,5,8.83,1,0.55,2026
889,323,119,5,2,4,9.75,0,0.94,2026
890,297,94,3,3.1,3.5,7.45,0,0.47,2026
891,315,114,2,2,3,7.64,0,0.51,2026
892,312,117,2,3.5,3,8.25,1,0.5,2026
893,332,111,2,1.9,3.5,8.61,1,0.73,2026
894,310,103,4,3.5,3.5,9.17,1,0.62,2026
895,306,96,4,3.5,4.1,9.11,1,0.97,2026
896,294,111,5,4.4,3.6,8.58,0,0.77,2026
897,332,105,1,3,3,9.53,1,0.96,2026
898,328,96,3,2.9,2,8.89,0,0.9,2026
899,292,102,2,2.5,3.1,8.48,0,0.8,2026
900,312,119,5,2,3.5,9.14,0,0.66,2026
901,314,99,2,4.5,4.5,8.77,1,0.79,2026
902,313,97,1,4,3,7.9,0,0.96,2026
903,336,111,3,1.5,3.5,9.75,0,0.95,2026
904,297,97,5,2.5,3.4,9.51,0,0.67,2026
905,305,118,5,5,2,8.32,0,0.47,2026
906,299,116,1,1.5,3,9.8,1,0.74,2026
907,302,120,2,3.5,3.6,7.39,1,0.94,2026
908,336,118,1,2.5,2.5,9.34,1,0.67,2026
909,337,99,2,1.5,2.4,8.66,1,0.9,2026
910,292,98,3,3.5,2,8.46,1,0.52,2026
911,322,101,2,4.5,3.6,9.13,1,0.72,2026
912,301,105,1,4,5,8.63,0,0.94,2026
913,299,117,3,4.5,3.5,9.07,1,0.76,2026
914,304,113,1,4.1,2.9,8.02,1,0.97,2026
915,299,110,2,2.9,4,8.01,1,0.67,2026
916,315,117,1,4.5,2.5,8.5,0,0.88,2026
917,340,110,1,3.4,2.4,8.2,0,0.46,2026
918,319,102,3,2,2.5,7.83,1,0.72,2026
919,326,103,5,3.6,3.4,8.73,1,0.66,2026
920,315,106,4,5,4.4,8.73,0,0.57,2026
921,290,94,1,4,3,9.14,1,0.65,2026
922,294,113,1,3.5,3,8.39,0,0.7,2026
923,303,110,2,3,3.5,9.09,1,0.72,2026
924,302,113,4,4.5,2.5,8.96,0,0.66,2026
925,332,107,4,2.5,3.5,8.01,0,0.77,2026
926,333,114,5,4.5,3,7.82,1,0.67,2026
927,333,119,2,3,4.6,8.33,1,0.69,2026
928,322,108,1,3.5,4,8.37,0,0.71,2026
929,318,104,1,3,4.5,8.07,0,0.66,2026
930,323,95,1,3.4,4.5,9.24,1,0.72,2026
931,310,114,1,4.5,3.5,9.11,0,0.8,2026
932,324,118,5,4.5,2.5,9.3,1,0.78,2026
933,330,112,2,3,3.5,8.88,1,0.75,2026
934,328,117,5,4,3.5,8.96,1,0.6,2026
935,321,116,3,2,2,7.84,0,0.58,2026
936,292,115,3,5,2.5,8.37,0,0.81,2026
937,326,106,3,4,3,9.02,1,0.47,2026
938,308,94,5,5,2,8.22,0,0.71,2026
939,327,92,1,4,3.9,7.83,1,0.8,2026
940,317,97,1,3.6,2,8.76,0,0.63,2026
941,334,104,3,4.5,4.5,8.26,1,0.78,2026
942,307,113,2,2,3,7.95,0,0.84,2026
943,337,105,3,3.5,3,9.79,1,0.62,2026
944,333,92,4,2,2.5,8.5,1,0.88,2026
945,306,98,3,3.9,2.9,9.14,0,0.85,2026
946,314,120,2,2.6,3,8.45,0,0.62,2026
947,317,120,2,4.5,3.5,7.3,0,0.59,2026
948,329,102,4,3.9,4,8.97,0,0.74,2026
949,325,115,2,5.1,3.5,7.95,0,0.75,2026
950,333,112,3,3.5,2.6,8.37,0,0.83,2026
951,308,119,3,3.9,4,8.03,1,0.84,2026
952,315,117,4,4.1,2.9,7.56,1,0.88,2026
953,311,110,4,2,3.5,9.15,0,0.38,2026
954,336,103,3,4,2.5,8.69,0,0.94,2026
955,305,110,2,3.1,4.1,8.11,0,0.77,2026
956,319,101,2,5,3,8.26,1,0.87,2026
957,296,102,3,4,3.4,7.28,0,0.48,2026
958,333,109,2,3.5,2,9.58,0,0.71,2026
959,309,108,4,2.5,5.1,9.58,0,0.72,2026
960,307,108,2,4,4.1,9.08,1,0.74,2026
961,319,103,4,2,4.6,9.28,0,0.84,2026
962,315,103,4,2,3,8.81,1,0.91,2026
963,333,92,5,3.5,4,7.89,0,0.64,2026
964,317,109,1,4.5,3.5,9.79,0,0.91,2026
965,316,108,4,3.4,2,9.2,0,0.85,2026
966,295,119,1,4.4,1.9,8.39,0,0.77,2026
967,291,106,2,3,4,9.39,1,0.62,2026
968,310,105,1,4.9,4.5,7.87,0,0.7,2026
969,340,93,1,5,3,9.1,0,0.72,2026
970,336,97,1,4,3,7.21,0,0.75,2026
971,322,101,1,2.6,5,9.35,1,0.81,2026
972,322,102,5,3,3.9,8.53,0,0.63,2026
973,309,102,1,1.5,2,8.3,1,0.77,2026
974,299,103,2,4,3,7.69,1,0.71,2026
975,290,114,4,3,2.5,9.66,1,0.62,2026
976,307,95,5,4.5,3.6,8.96,1,0.79,2026
977,306,101,5,3.5,2,8.12,1,0.47,2026
978,299,96,1,2.6,3.5,8.72,0,0.48,2026
979,303,100,5,3.9,1.9,9,1,0.82,2026
980,291,111,4,4.5,3.9,8.63,1,0.45,2026
981,321,93,1,4.5,2.6,8.77,0,0.91,2026
982,337,101,3,4,4,9.57,0,0.76,2026
983,325,92,5,4.1,3,8.69,1,0.76,2026
984,312,119,2,4,4.1,8.38,1,0.69,2026
985,311,113,1,4.9,2.6,7.33,1,0.78,2026
986,305,99,5,4.9,4,7.98,0,0.86,2026
987,297,97,5,3,4,7.54,0,0.62,2026
988,320,94,5,4.5,3.5,9.81,1,0.72,2026
989,318,105,5,4,3.5,7.88,0,0.58,2026
990,290,113,5,3.9,2.1,8.47,1,0.85,2026
991,311,108,3,3,4.5,9.75,1,0.73,2026
992,304,117,1,3.9,3,8.2,0,0.7,2026
993,298,101,4,3.1,3.6,8.4,1,0.88,2026
994,325,100,2,3.1,3.4,9.23,0,0.64,2026
995,316,105,3,3.5,3,8.81,0,0.51,2026
996,322,97,4,2.5,4,8.96,0,0.71,2026
997,326,120,5,5,4.9,7.4,1,0.65,2026
998,340,97,2,3.4,4.4,8.43,1,0.48,2026
999,330,105,2,4,4,8.75,0,0.69,2026
1000,321,107,4,2.4,4,8.23,1,0.64,2026
