Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit ,Year
421,291,101,2,4.5,4.0,6.787805100021702,1,0.65,2024
422,291,99,4,3.5,2.5,7.0874937339732815,0,0.77,2024
423,290,118,2,2.5,2.0,7.462681612169447,0,0.68,2024
424,290,101,5,3.5,4.0,6.911590933701602,0,0.76,2024
425,293,95,4,3.5,3.5,7.1941052772708165,0,0.62,2024
426,290,120,5,3.0,2.9,7.165111096388401,1,0.42,2024
427,290,92,1,4.0,4.0,8.259963124403086,1,0.47,2024
428,290,120,5,2.9,4.0,7.327554350205269,1,0.74,2024
429,291,92,4,2.5,1.5,7.022567177590025,1,0.76,2024
430,290,93,5,5.0,2.9,7.392192713011616,1,0.95,2024
431,300,109,2,4.0,3.0,6.892071903128496,0,0.76,2024
432,290,105,5,3.0,4.1,7.732181019779874,0,0.81,2024
433,291,120,3,3.0,4.0,6.77745540756684,0,0.72,2024
434,290,105,1,1.9,1.9,6.804569404969075,1,0.46,2024
435,290,101,3,3.5,4.0,6.859475264902371,0,0.96,2024
436,296,94,1,2.4,4.9,7.146677796797838,1,0.77,2024
437,290,92,5,4.0,3.0,7.340032023619145,0,0.67,2024
438,290,92,2,2.4,3.5,6.820236176557454,1,0.83,2024
439,305,93,2,5.0,3.4,7.003460913804386,1,0.74,2024
440,330,92,3,4.4,4.0,7.022567177590025,0,0.83,2024
441,296,97,3,3.0,4.0,8.10419773017556,0,0.72,2024
442,322,107,1,4.5,4.5,6.832066320563951,0,0.69,2024
443,312,118,5,3.6,4.5,8.647418506924943,0,0.74,2024
444,291,97,5,4.5,5.0,6.862380480248276,0,0.62,2024
445,303,113,4,1.5,2.0,7.003460913804386,1,0.57,2024
446,290,120,4,3.5,4.0,7.009696645954694,0,0.73,2024
447,291,111,3,3.4,4.0,6.774521605357029,0,0.89,2024
448,292,96,3,5.0,3.0,6.771848980316074,1,0.72,2024
449,330,94,3,4.6,3.4,6.80878681492053,1,0.69,2024
450,312,120,1,3.5,3.0,7.184257917216584,0,0.63,2024
451,291,93,1,4.0,2.0,7.622777173918918,1,0.89,2024
452,295,95,2,3.5,3.4,6.776006684707877,0,0.58,2024
453,290,92,3,3.0,3.0,6.943025269674121,0,0.82,2024
454,307,109,1,4.4,3.0,6.779645055715311,0,0.68,2024
455,292,101,1,3.4,3.1,6.790304147598801,0,0.78,2024
456,292,92,5,4.5,2.9,7.939206417120985,0,0.65,2024
457,303,93,2,3.0,2.9,6.920063246603401,1,0.73,2024
458,295,99,3,2.1,5.0,6.805932297819675,0,0.62,2024
459,290,98,3,5.0,3.1,7.0874937339732815,0,0.75,2024
460,290,109,4,4.9,3.0,7.365656445385165,0,0.57,2024
461,290,93,4,4.9,3.0,6.771020858907713,0,0.52,2024
462,300,115,2,4.4,3.0,6.892071903128496,0,0.64,2024
463,290,95,5,5.0,2.4,6.853883764909968,1,0.97,2024
464,290,109,2,5.0,3.4,7.072028225929056,1,0.93,2024
465,293,93,5,4.5,3.0,6.770676901085548,1,0.93,2024
466,298,92,3,3.1,5.1,6.811819632171154,0,0.87,2024
467,291,92,1,5.1,5.0,8.259963124403086,1,0.75,2024
468,312,94,4,1.5,2.0,6.903505101453517,1,0.73,2024
469,322,118,1,3.4,3.6,6.907500548660829,1,0.67,2024
470,290,92,4,4.5,4.6,8.10419773017556,0,0.48,2024
471,330,94,1,3.5,5.0,6.805932297819675,1,0.58,2024
472,294,92,2,4.0,3.5,6.789441884002501,0,0.95,2024
473,295,118,4,4.5,4.1,6.903505101453517,1,0.75,2024
474,290,102,5,4.9,3.9,7.523544879286968,0,0.65,2024
475,294,107,3,2.6,3.5,6.777069554033389,1,0.96,2024
476,300,104,1,2.5,3.5,7.291424552914157,0,0.53,2024
477,293,102,2,3.0,2.5,7.2571896687523365,1,0.38,2024
478,290,107,5,4.9,3.0,6.825901676619347,0,0.58,2024
479,292,92,4,4.0,2.5,7.057170432404626,1,0.71,2024
480,326,113,1,4.1,2.0,6.843537970278312,0,0.65,2024
481,299,105,2,5.0,2.5,6.7701207847641545,1,0.88,2024
482,290,105,2,1.5,4.5,6.813405457132909,1,0.69,2024
483,330,95,1,5.0,3.0,7.5555375951221455,0,0.47,2024
484,330,109,5,3.5,3.0,6.95295987936389,0,0.72,2024
485,290,95,4,1.6,2.0,7.405810290710145,1,0.64,2024
486,305,92,1,3.0,2.0,8.10419773017556,0,0.91,2024
487,290,115,4,3.9,3.0,6.774017090713711,0,0.55,2024
488,293,93,3,5.0,4.0,6.794063917610195,1,0.72,2024
489,291,92,1,4.5,2.6,7.103585361473753,0,0.78,2024
490,303,101,3,4.0,3.0,6.848574942960521,0,0.56,2024
491,340,93,1,4.9,3.5,7.771039707296751,0,0.67,2024
492,305,111,2,4.0,3.0,6.820236176557454,0,0.69,2024
493,326,95,5,3.5,2.5,8.71356375361478,0,0.79,2024
494,330,92,4,2.5,3.0,9.439692065338168,0,0.54,2024
495,290,118,1,1.9,4.0,6.772950104667406,0,0.92,2024
496,290,97,5,5.0,3.0,6.803248120973384,0,0.7,2024
497,299,93,3,4.0,4.0,7.831668395330005,0,0.68,2024
498,293,102,5,2.0,3.0,7.303253493551705,0,0.72,2024
499,290,98,4,4.0,3.5,6.772271106367773,0,0.75,2024
500,290,92,2,3.5,3.5,6.770676901085548,1,0.9,2024
501,292,107,3,3.0,2.5,6.83646922570512,0,0.93,2024
502,294,95,3,4.0,2.9,7.605552108541642,1,0.65,2024
503,290,104,4,2.5,2.9,7.103585361473753,1,0.43,2024
504,290,113,2,2.4,3.9,7.771039707296751,1,0.9,2024
505,290,100,2,3.0,2.9,6.8007265637688175,1,0.56,2024
506,292,102,2,4.0,3.0,6.943025269674121,0,0.76,2024
507,290,93,2,3.9,1.4,9.23051980676165,1,0.45,2024
508,293,93,1,2.5,3.0,7.268395443467467,0,0.54,2024
509,291,95,1,3.0,4.5,6.963344929198626,1,0.61,2024
510,291,111,5,3.4,4.5,7.539408425689152,0,0.87,2024
511,296,98,1,1.5,2.1,6.782320455720159,0,0.66,2024
512,292,94,5,3.0,2.5,6.818453224670745,0,0.62,2024
513,300,107,1,5.0,3.0,7.079683873862647,0,0.79,2024
514,302,111,4,2.5,3.5,7.352731741157179,0,0.54,2024
515,322,115,2,2.4,3.0,7.1941052772708165,1,0.92,2024
516,305,93,3,2.4,4.0,7.079683873862647,0,0.81,2024
517,292,104,2,5.0,5.0,8.233041379306657,1,0.79,2024
518,291,100,3,4.6,5.0,7.268395443467467,0,0.88,2024
519,290,96,3,3.9,2.0,6.785558054167242,1,0.67,2024
520,293,95,3,3.5,3.4,6.892071903128496,0,0.96,2024
521,290,92,2,3.6,4.5,7.939206417120985,0,0.72,2024
522,326,93,3,4.0,3.5,7.831668395330005,0,0.79,2024
523,312,98,5,4.0,3.0,7.622777173918918,1,0.8,2024
524,290,113,3,1.5,4.6,7.5555375951221455,1,0.93,2024
525,305,113,2,4.0,3.5,7.405810290710145,0,0.72,2024
526,290,92,1,4.9,3.0,6.884894576042474,0,0.92,2024
527,299,102,2,4.4,2.0,7.6761609735000125,1,0.74,2024
528,290,92,1,2.5,3.0,7.2571896687523365,1,0.66,2024
529,291,102,1,4.0,3.5,7.042902310849709,0,0.78,2024
530,295,94,5,4.0,3.5,6.771492007573258,0,0.84,2024
531,300,96,1,3.4,3.0,6.856643492367219,0,0.58,2024
532,290,104,3,2.4,3.1,6.801967488205503,1,0.65,2024
533,326,95,5,2.0,3.0,7.003460913804386,1,0.94,2024
534,303,109,5,3.5,3.0,6.868416919748265,0,0.76,2024
535,290,98,1,4.0,3.5,9.354384896601937,0,0.7,2024
536,296,120,1,2.0,3.0,6.89960293406223,0,0.75,2024
537,300,101,2,4.0,3.0,6.865360554004358,1,0.96,2024
538,290,93,3,4.0,4.0,9.396761881716067,0,0.72,2024
539,300,107,5,5.1,4.1,6.788609122022462,0,0.69,2024
540,319,95,2,3.4,4.0,7.0160647040971655,0,0.38,2024
541,307,98,1,4.5,4.9,6.968711076729012,0,0.91,2024
542,302,92,2,1.6,1.5,7.095460118230292,1,0.74,2024
543,295,92,5,4.6,3.6,7.523544879286968,0,0.51,2024
544,290,99,1,4.9,3.5,8.400571875664774,0,0.62,2024
545,305,92,2,2.5,3.5,7.419664883919417,1,0.73,2024
546,290,120,1,1.6,3.5,6.856643492367219,0,0.81,2024
547,292,111,1,1.0,2.5,6.924448588083471,0,0.44,2024
548,290,104,5,2.5,3.1,6.920063246603401,1,0.58,2024
549,290,105,1,4.5,4.5,6.911590933701602,1,0.67,2024
550,290,100,2,1.5,3.6,6.991378178191826,0,0.7,2024
551,335,92,5,3.5,2.5,6.774017090713711,0,0.62,2024
552,290,95,4,3.5,4.5,7.009696645954694,1,0.76,2024
553,290,97,1,4.5,3.0,6.820236176557454,0,0.82,2024
554,326,115,3,3.0,3.0,6.77314287405219,1,0.72,2024
555,292,93,5,4.0,2.6,6.878058376700926,1,0.81,2024
556,291,97,3,2.5,4.0,6.851194702552657,0,0.79,2024
557,300,94,3,3.6,4.0,7.064524500963129,1,0.82,2024
558,290,92,3,1.4,3.5,6.881434609643795,0,0.66,2024
559,290,92,4,4.0,4.0,6.997355439939107,1,0.5,2024
560,300,94,1,4.5,2.0,6.9798002134176205,0,0.79,2024
561,290,92,5,4.0,4.6,8.92324360244539,0,0.66,2024
562,292,92,5,4.5,3.5,6.834237647612747,1,0.62,2024
563,330,94,1,2.0,2.9,6.843537970278312,1,0.88,2024
564,326,92,5,3.6,4.5,6.924448588083471,0,0.43,2024
565,290,99,5,4.5,3.1,8.74732712363483,1,0.92,2024
566,303,92,4,4.1,3.0,7.072028225929056,0,0.77,2024
567,294,93,2,3.9,1.9,7.146677796797838,0,0.67,2024
568,291,96,3,4.6,5.1,7.204138720689555,0,0.71,2024
569,290,118,5,5.0,3.5,6.974195524758032,0,0.49,2024
570,290,101,1,2.6,2.5,6.776699819996202,1,0.95,2024
571,295,113,5,3.9,4.0,6.865360554004358,1,0.63,2024
572,340,94,5,3.0,5.0,8.551583652660169,1,0.5,2024
573,290,96,4,1.0,3.0,6.775075497918577,0,0.78,2024
574,299,95,2,2.0,4.6,6.841118119729049,1,0.77,2024
575,312,113,3,3.5,4.0,8.154598984725716,0,0.83,2024
576,330,118,1,5.1,2.0,8.647418506924943,1,0.95,2024
577,290,118,5,4.9,5.0,6.903505101453517,1,0.68,2024
578,290,105,2,3.5,2.0,6.874764352071046,1,0.77,2024
579,290,97,1,2.0,3.0,7.184257917216584,1,0.93,2024
580,312,98,4,3.5,2.5,6.825901676619347,0,0.72,2024
581,315,120,4,2.9,4.9,7.640284701508356,1,0.34,2024
582,295,93,4,2.5,4.0,6.95295987936389,1,0.52,2024
583,290,94,1,3.9,2.5,6.804569404969075,0,0.32,2024
584,290,115,4,2.5,4.0,6.943025269674121,1,0.45,2024
585,291,95,4,3.9,2.5,6.892071903128496,0,0.79,2024
586,293,93,4,3.5,2.5,6.865360554004358,0,0.38,2024
587,290,99,5,3.0,5.0,6.851194702552657,1,0.91,2024
588,296,94,2,3.6,4.0,8.00779149097519,1,0.44,2024
589,292,113,2,1.5,2.0,8.680262463682952,0,0.74,2024
590,290,115,5,4.5,2.5,6.997355439939107,1,0.89,2024
591,290,93,3,2.0,3.1,7.477515254905626,1,0.53,2024
592,291,98,3,5.1,3.4,7.079683873862647,0,0.72,2024
593,299,120,2,5.0,4.0,6.77242774472991,0,0.54,2024
594,310,105,4,1.0,4.9,6.95295987936389,0,0.47,2024
595,290,93,4,1.5,3.0,6.924448588083471,1,0.57,2024
596,290,100,1,2.9,5.0,6.9479372007201885,0,0.67,2024
597,335,100,3,2.5,4.9,6.787805100021702,1,0.72,2024
598,291,101,5,3.9,4.0,6.888439819687473,1,0.44,2024
599,290,92,2,2.0,4.5,9.23051980676165,1,0.78,2024
600,291,93,2,3.0,4.4,7.072028225929056,0,0.68,2024
601,290,111,5,1.6,2.5,6.797232830077033,0,0.64,2025
602,290,93,1,4.4,3.6,6.834237647612747,1,0.66,2025
603,292,93,2,4.5,3.6,6.895792407785914,1,0.66,2025
604,322,94,3,2.6,3.0,7.751456761146375,0,0.75,2025
605,300,92,4,3.6,4.0,6.825901676619347,1,0.68,2025
606,303,92,1,3.0,2.6,6.790304147598801,1,0.78,2025
607,292,94,3,5.0,5.1,7.174594046801474,1,0.53,2025
608,290,113,1,4.0,4.1,7.235381852033243,0,0.64,2025
609,290,92,4,4.5,3.5,6.827899535381144,1,0.91,2025
610,340,93,4,3.5,3.5,6.772592894844512,1,0.44,2025
611,290,92,3,1.5,3.0,6.881434609643795,1,0.94,2025
612,315,99,2,3.4,2.9,6.805932297819675,0,0.55,2025
613,296,93,1,5.0,3.5,6.787029069517822,1,0.71,2025
614,290,107,5,2.0,4.1,6.974195524758032,0,0.7,2025
615,303,99,4,2.5,3.0,7.831668395330005,1,0.84,2025
616,310,107,2,2.9,2.1,6.775682297439233,0,0.79,2025
617,290,101,3,3.0,2.0,8.154598984725716,0,0.7,2025
618,290,95,4,3.0,5.0,6.805932297819675,0,0.75,2025
619,295,111,4,2.5,1.5,7.022567177590025,0,0.56,2025
620,340,96,3,2.0,4.0,7.268395443467467,0,0.66,2025
621,290,118,2,3.9,3.5,9.95,0,0.82,2025
622,295,120,4,1.9,3.1,6.907500548660829,1,0.75,2025
623,290,100,4,2.5,4.1,6.985527103824613,0,0.75,2025
624,295,102,3,2.1,2.5,8.154598984725716,1,0.84,2025
625,294,93,1,2.0,3.0,6.805932297819675,0,0.95,2025
626,290,109,3,3.5,3.0,8.314993618829687,1,0.43,2025
627,296,102,4,2.0,4.5,6.77009420948587,0,0.65,2025
628,319,115,5,4.0,3.5,7.079683873862647,1,0.7,2025
629,315,93,3,3.0,1.5,6.83876229680302,0,0.91,2025
630,290,107,2,3.5,3.0,8.055272761360387,0,0.64,2025
631,290,96,3,2.0,2.1,6.83646922570512,1,0.75,2025
632,290,92,1,1.4,5.0,8.206509596443734,1,0.8,2025
633,291,92,1,4.4,3.5,6.871551029147502,0,0.43,2025
634,290,99,4,2.5,3.0,7.588606082521803,1,0.9,2025
635,312,94,5,3.9,4.1,7.042902310849709,0,0.6,2025
636,303,92,5,3.5,1.5,7.1289379389107195,0,0.77,2025
637,307,95,3,4.0,3.5,6.770213953967207,0,0.61,2025
638,290,101,1,4.1,2.9,8.647418506924943,1,0.64,2025
639,290,94,5,2.9,5.0,8.00779149097519,0,0.67,2025
640,322,118,3,3.0,3.6,7.0160647040971655,0,0.77,2025
641,290,107,2,1.4,4.0,6.924448588083471,0,0.74,2025
642,295,97,5,4.5,3.4,6.871551029147502,1,0.77,2025
643,322,118,4,5.0,4.5,6.794063917610195,0,0.94,2025
644,290,95,4,3.4,2.5,6.851194702552657,1,0.87,2025
645,290,92,2,3.5,5.1,7.103585361473753,1,0.64,2025
646,290,92,5,3.1,4.0,8.78155735321823,1,0.9,2025
647,290,118,3,3.5,2.5,6.865360554004358,1,0.96,2025
648,290,118,3,3.0,4.1,6.816721181683639,0,0.7,2025
649,307,105,4,2.1,4.0,6.7704745957684525,0,0.79,2025
650,293,92,4,3.5,4.0,7.405810290710145,1,0.71,2025
651,335,93,1,3.0,3.0,7.732181019779874,0,0.91,2025
652,305,92,2,3.4,2.0,8.78155735321823,0,0.85,2025
653,335,92,2,3.5,2.9,7.327554350205269,0,0.69,2025
654,290,93,5,3.5,2.9,6.791196687715682,1,0.88,2025
655,290,99,4,2.9,3.5,8.489894844185796,1,0.8,2025
656,312,92,2,3.5,3.5,7.831668395330005,0,0.9,2025
657,290,120,4,5.0,2.0,6.846023141330265,1,0.79,2025
658,290,96,4,5.0,3.4,6.903505101453517,1,0.88,2025
659,296,93,2,4.5,3.5,6.816721181683639,1,0.85,2025
660,305,97,3,2.9,3.5,7.214360865397063,1,0.35,2025
661,335,107,5,4.1,3.0,8.400571875664774,1,0.92,2025
662,326,94,3,3.4,3.0,6.938222249351399,0,0.86,2025
663,290,92,1,2.0,2.6,7.1289379389107195,1,0.62,2025
664,303,92,4,4.6,3.0,6.77009420948587,0,0.72,2025
665,312,111,3,4.6,1.0,6.89960293406223,0,0.74,2025
666,298,92,3,4.5,5.1,8.343111004327376,1,0.89,2025
667,307,101,4,3.0,3.0,6.804569404969075,1,0.68,2025
668,310,95,5,2.5,3.5,6.862380480248276,0,0.69,2025
669,291,107,2,3.0,4.0,7.0292061775535535,1,0.89,2025
670,290,92,3,5.0,3.6,6.911590933701602,0,0.61,2025
671,291,115,1,1.5,3.6,7.064524500963129,0,0.35,2025
672,290,104,4,3.0,3.0,7.5079436700563305,0,0.85,2025
673,290,96,3,3.0,4.0,7.137722427792126,1,0.94,2025
674,290,93,2,1.9,3.0,9.354384896601937,0,0.57,2025
675,298,120,4,4.5,2.5,6.772950104667406,0,0.67,2025
676,291,93,3,4.5,3.5,6.772950104667406,1,0.79,2025
677,292,97,3,4.9,4.0,6.874764352071046,0,0.56,2025
678,302,95,3,3.5,2.1,7.81114183364693,1,0.44,2025
679,292,93,2,3.5,3.6,6.856643492367219,0,0.59,2025
680,295,95,1,3.5,3.0,6.775075497918577,0,0.69,2025
681,290,92,5,4.0,2.5,8.400571875664774,1,0.64,2025
682,312,92,1,3.6,2.5,8.129211766157123,0,0.53,2025
683,291,93,2,3.0,4.5,6.80878681492053,0,0.63,2025
684,290,92,4,2.9,3.0,6.771982043625367,0,0.64,2025
685,307,95,1,4.5,4.0,7.146677796797838,0,0.76,2025
686,300,113,4,4.5,3.0,6.958095162908735,0,0.84,2025
687,290,92,4,4.0,3.0,7.732181019779874,0,0.69,2025
688,290,92,4,2.5,4.6,6.805932297819675,1,0.63,2025
689,290,92,2,4.0,4.0,6.938222249351399,0,0.72,2025
690,290,97,1,4.0,3.1,6.818453224670745,0,0.93,2025
691,290,93,5,1.5,4.0,6.7704745957684525,0,0.53,2025
692,299,97,2,3.5,5.0,7.622777173918918,1,0.73,2025
693,292,92,5,3.5,4.6,7.111871821525246,1,0.69,2025
694,335,94,1,2.5,4.0,7.523544879286968,1,0.73,2025
695,302,95,1,3.1,4.4,7.539408425689152,0,0.73,2025
696,294,95,4,3.0,3.6,8.78155735321823,1,0.94,2025
697,291,98,5,1.6,3.5,6.89960293406223,0,0.57,2025
698,290,107,5,2.1,3.0,7.064524500963129,1,0.47,2025
699,290,96,4,1.4,4.0,7.352731741157179,0,0.45,2025
700,294,111,2,4.5,3.0,6.787805100021702,0,0.8,2025
701,290,98,5,2.9,4.0,6.895792407785914,1,0.36,2025
702,290,93,4,1.0,2.5,7.049963776231632,0,0.69,2025
703,290,93,1,4.5,3.0,6.787029069517822,0,0.92,2025
704,319,94,1,3.9,4.5,6.774017090713711,0,0.51,2025
705,291,100,5,1.4,4.5,6.974195524758032,1,0.83,2025
706,299,93,2,4.0,4.5,6.968711076729012,1,0.62,2025
707,290,115,4,3.9,3.4,7.079683873862647,1,0.69,2025
708,290,96,1,4.5,4.0,7.165111096388401,1,0.66,2025
709,290,113,2,1.0,4.5,6.827899535381144,0,0.79,2025
710,290,102,2,2.6,4.0,9.803702096583713,0,0.71,2025
711,303,94,2,4.5,3.5,7.155806520317965,0,0.62,2025
712,290,93,4,3.5,4.0,6.7747921626194305,0,0.97,2025
713,290,105,5,2.4,4.0,6.958095162908735,0,0.85,2025
714,335,94,5,3.1,2.0,6.841118119729049,0,0.84,2025
715,293,93,4,4.6,3.6,6.796141600674998,0,0.62,2025
716,291,115,2,4.5,2.0,6.841118119729049,1,0.92,2025
717,292,96,5,3.9,4.5,7.03598383698104,0,0.91,2025
718,303,92,3,5.0,4.5,7.622777173918918,1,0.65,2025
719,290,97,3,3.4,4.5,6.892071903128496,0,0.79,2025
720,295,96,4,3.6,2.6,8.74732712363483,1,0.53,2025
721,315,113,4,3.0,4.5,7.477515254905626,1,0.82,2025
722,293,104,5,3.0,4.9,8.079552758063242,1,0.84,2025
723,291,92,3,4.9,4.5,6.776345696334855,0,0.49,2025
724,290,92,4,4.0,3.6,6.776006684707877,0,0.81,2025
725,290,100,4,1.5,3.5,6.7700000011480945,1,0.83,2025
726,330,92,2,2.6,1.0,6.771286326738501,1,0.9,2025
727,292,94,2,3.1,2.0,6.773558584683012,0,0.97,2025
728,290,92,4,3.9,2.9,6.772766898056234,1,0.7,2025
729,290,92,1,2.5,2.5,7.009696645954694,0,0.7,2025
730,293,115,2,2.6,3.9,7.378809104614318,0,0.69,2025
731,292,92,4,4.9,3.0,6.997355439939107,0,0.71,2025
732,298,92,5,3.0,3.1,6.772122647256915,1,0.93,2025
733,290,118,3,4.5,4.4,7.392192713011616,1,0.9,2025
734,295,92,2,4.5,2.4,6.907500548660829,0,0.71,2025
735,291,109,3,2.4,4.0,7.6761609735000125,1,0.75,2025
736,326,92,4,3.0,1.0,6.95295987936389,1,0.58,2025
737,290,92,3,3.0,3.0,7.0874937339732815,0,0.9,2025
738,290,92,1,2.0,2.1,7.103585361473753,1,0.91,2025
739,291,104,3,3.0,3.5,6.881434609643795,1,0.96,2025
740,291,100,3,1.5,4.0,7.895194968734362,1,0.74,2025
741,298,96,4,3.0,3.0,6.938222249351399,0,0.65,2025
742,290,93,5,3.0,3.5,7.0160647040971655,1,0.56,2025
743,322,92,5,3.5,3.0,6.841118119729049,0,0.72,2025
744,291,99,4,2.0,2.0,7.137722427792126,0,0.95,2025
745,290,93,2,1.5,2.5,6.878058376700926,1,0.77,2025
746,290,100,3,1.4,4.5,6.782320455720159,1,0.64,2025
747,335,102,1,4.5,3.6,6.89960293406223,1,0.93,2025
748,290,111,5,2.0,4.0,6.846023141330265,1,0.77,2025
749,330,97,5,4.5,1.5,6.933526323195756,1,0.63,2025
750,290,92,5,3.5,4.0,8.551583652660169,1,0.48,2025
751,290,93,2,4.9,1.9,7.939206417120985,0,0.7,2025
752,290,111,2,2.9,4.0,6.911590933701602,1,0.61,2025
753,294,98,5,2.5,4.5,6.841118119729049,0,0.33,2025
754,290,100,3,5.0,4.5,6.811819632171154,0,0.76,2025
755,305,96,4,3.0,3.5,7.448097432752163,1,0.83,2025
756,294,92,3,2.0,5.0,6.878058376700926,1,0.96,2025
757,290,115,3,3.5,4.4,7.0160647040971655,0,0.37,2025
758,295,107,4,4.5,2.0,7.917032095832215,1,0.88,2025
759,335,120,5,4.5,2.5,7.327554350205269,1,0.67,2025
760,290,111,2,4.0,3.5,7.713208863925007,0,0.92,2025
761,290,93,5,3.9,4.5,7.022567177590025,1,0.55,2025
762,290,93,2,4.0,3.5,6.862380480248276,0,0.68,2025
763,310,93,3,2.1,4.0,9.354384896601937,1,0.66,2025
764,290,115,5,3.5,2.0,7.155806520317965,1,0.95,2025
765,330,99,5,5.0,3.1,6.785558054167242,1,0.78,2025
766,293,96,5,5.0,3.4,8.520522206833753,1,0.93,2025
767,293,120,2,3.0,2.0,7.984582190675099,1,0.57,2025
768,290,100,5,5.1,2.0,7.492601539206611,1,0.81,2025
769,322,115,5,4.0,3.5,7.539408425689152,0,0.42,2025
770,290,120,5,3.0,3.0,6.771848980316074,0,0.39,2025
771,290,92,1,3.0,4.0,6.963344929198626,0,0.9,2025
772,290,94,4,4.0,4.1,7.5079436700563305,1,0.84,2025
773,291,105,5,4.9,3.4,7.5555375951221455,1,0.65,2025
774,291,109,4,4.0,3.4,6.985527103824613,0,0.94,2025
775,290,92,2,3.0,2.9,6.780138935670713,0,0.85,2025
776,290,94,4,5.0,3.6,6.787805100021702,1,0.74,2025
777,290,98,1,3.0,3.0,6.83876229680302,1,0.64,2025
778,293,109,3,4.0,2.5,7.658078141894146,0,0.64,2025
779,290,92,4,3.1,2.0,6.865360554004358,1,0.46,2025
780,292,100,3,4.0,2.0,6.77,1,0.36,2025
781,293,93,4,2.5,3.5,6.924448588083471,1,0.59,2025
782,298,93,2,2.0,3.1,7.0160647040971655,1,0.82,2025
783,292,97,4,2.5,1.6,6.818453224670745,1,0.97,2025
784,295,95,4,4.4,4.5,8.00779149097519,1,0.61,2025
785,293,101,4,3.4,4.0,6.943025269674121,1,0.73,2025
786,295,94,2,4.4,2.0,7.873691185478082,1,0.84,2025
787,294,109,2,4.0,3.4,6.784861637113379,0,0.75,2025
788,290,92,2,4.9,3.0,6.853883764909968,0,0.75,2025
789,290,111,3,4.0,3.1,6.770393444955329,0,0.47,2025
790,305,92,3,3.0,3.0,6.974195524758032,1,0.96,2025
791,290,105,2,2.0,4.5,7.009696645954694,0,0.91,2025
792,292,94,3,3.0,3.5,6.974195524758032,1,0.73,2025
793,290,95,2,5.0,3.0,7.81114183364693,0,0.72,2025
794,291,92,2,5.0,3.0,6.878058376700926,0,0.63,2025
795,292,104,4,1.5,2.0,6.79836014128074,0,0.74,2025
796,294,92,5,3.5,3.9,6.938222249351399,1,0.72,2025
797,292,102,2,2.0,4.0,7.352731741157179,0,0.78,2025
798,290,105,5,3.6,5.0,6.903505101453517,1,0.35,2025
799,335,111,3,2.5,3.9,6.974195524758032,1,0.6,2025
800,292,104,1,1.9,3.0,6.776699819996202,1,0.46,2025
801,307,93,2,1.0,2.0,6.813405457132909,0,0.79,2026
802,300,105,1,2.4,5.0,6.825901676619347,1,0.93,2026
803,292,109,1,3.6,2.5,7.539408425689152,1,0.67,2026
804,319,94,2,4.6,2.0,6.83646922570512,0,0.65,2026
805,290,92,3,3.5,4.4,7.042902310849709,0,0.62,2026
806,322,113,4,2.0,1.5,6.83876229680302,1,0.64,2026
807,312,92,1,4.5,3.5,6.770432501974651,1,0.47,2026
808,291,100,5,2.5,4.0,7.895194968734362,0,0.72,2026
809,300,93,2,1.5,3.0,7.405810290710145,0,0.71,2026
810,292,92,1,2.0,3.9,8.520522206833753,0,0.76,2026
811,290,107,4,2.5,2.6,6.9798002134176205,1,0.67,2026
812,305,92,4,3.5,4.0,7.174594046801474,0,0.88,2026
813,290,102,4,1.5,4.5,6.784190346916335,0,0.94,2026
814,290,104,1,4.9,5.0,8.031353681755425,0,0.75,2026
815,292,92,1,1.4,2.0,6.797232830077033,0,0.51,2026
816,310,92,2,0.9,3.0,6.801967488205503,0,0.86,2026
817,290,109,3,4.5,2.0,6.911590933701602,0,0.73,2026
818,291,97,5,1.6,3.0,6.775372057404762,1,0.78,2026
819,290,92,2,2.6,4.1,6.775372057404762,1,0.73,2026
820,290,120,1,2.4,4.0,7.1941052772708165,0,0.74,2026
821,290,93,5,4.5,3.0,6.820236176557454,0,0.64,2026
822,290,92,1,3.6,3.5,6.811819632171154,0,0.51,2026
823,315,115,1,2.5,1.5,6.848574942960521,1,0.77,2026
824,310,92,3,2.0,4.6,7.0292061775535535,0,0.72,2026
825,307,99,3,2.4,3.5,6.8007265637688175,0,0.64,2026
826,290,120,4,3.0,2.5,6.924448588083471,1,0.76,2026
827,290,99,5,2.9,5.0,7.224774353627053,0,0.64,2026
828,290,99,5,1.5,3.0,8.259963124403086,0,0.71,2026
829,292,95,2,2.9,3.5,7.539408425689152,0,0.81,2026
830,290,92,5,2.5,3.5,7.477515254905626,0,0.75,2026
831,291,99,4,2.1,4.0,7.0874937339732815,1,0.76,2026
832,290,115,1,2.5,3.0,6.89960293406223,1,0.82,2026
833,300,92,5,4.9,4.5,6.7747921626194305,0,0.35,2026
834,290,113,1,2.9,4.6,6.804569404969075,0,0.79,2026
835,290,95,3,3.0,2.5,7.713208863925007,0,0.51,2026
836,300,98,4,4.0,4.5,6.771492007573258,1,0.42,2026
837,322,92,2,2.4,2.5,6.811819632171154,0,0.82,2026
838,290,101,2,2.0,4.0,7.155806520317965,0,0.64,2026
839,291,92,3,4.5,3.5,6.794063917610195,1,0.6,2026
840,310,93,5,1.4,4.5,7.462681612169447,0,0.64,2026
841,299,104,2,4.5,5.0,6.818453224670745,0,0.79,2026
